Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,39,F,3,High School,Divorced,$40K - $60K,Blue,28,4,1,3,3400,2307,4742,90
Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,3,1,3,2405,1410,4421,79
Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516,1104,1989,47
Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,36,4,3,1,1438.3,582,4915,92
Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,2359,1509,5232,78
Existing Customer,47,F,4,Post-Graduate,Married,Less than $40K,Blue,39,6,2,2,1790,0,4141,87
Attrited Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,50,3,6,3,2247,0,2615,37
Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,36,5,3,3,3624,0,4749,82
Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,1,1438.3,0,4396,70
Existing Customer,57,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3,2,2525,1203,4360,78
Existing Customer,60,F,1,High School,Divorced,Less than $40K,Blue,48,5,3,3,2737,1812,4507,86
Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,19262,1480,4812,85
Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,40,5,3,2,3263,1522,4288,69
Existing Customer,51,M,2,High School,Married,$80K - $120K,Blue,40,4,3,2,8169,794,4927,70
Existing Customer,34,F,2,Uneducated,Single,Less than $40K,Blue,24,6,2,2,1438.3,0,3940,82
Attrited Customer,54,F,2,Doctorate,Single,Less than $40K,Blue,42,3,4,3,1694,0,1930,41
Existing Customer,41,M,2,High School,Divorced,$80K - $120K,Blue,36,6,2,2,1636,986,4695,73
Existing Customer,48,F,1,Graduate,Married,Less than $40K,Blue,38,6,2,3,1449,749,4039,50
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,38,3,3,3,1513,788,4166,71
Attrited Customer,39,F,4,Graduate,Single,Less than $40K,Blue,28,5,2,4,1438.3,0,2392,44
Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,38,4,3,2,4120,1578,4792,81
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,33,6,2,3,2016,972,4535,82
Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,40,5,4,3,2509,450,2239,47
Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,3511,0,5238,82
Existing Customer,45,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,3,2751,2432,4453,75
Existing Customer,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426,0,4918,81
Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12230,1196,3659,76
Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,33,3,1,3,7328,936,4518,79
Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1,3,3046,1231,4711,77
Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,2902,1634,4748,74
Existing Customer,47,F,1,High School,Single,Less than $40K,Blue,36,6,2,3,2899,2418,4296,68
Existing Customer,49,M,5,Post-Graduate,Single,$40K - $60K,Silver,36,6,1,2,15525,1299,4042,78
Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,29,6,3,0,2118,1189,4541,60
Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,25,6,2,2,2275,1468,4977,88
Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue,41,6,3,3,4642,2413,3532,72
Existing Customer,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438.3,0,4082,82
Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,52,5,3,3,2636,1619,4727,83
Existing Customer,50,F,3,Doctorate,Single,$40K - $60K,Blue,42,4,3,3,3743,881,4621,71
Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,41,6,1,3,1438.3,0,4538,82
Attrited Customer,61,F,0,High School,Married,Less than $40K,Blue,47,1,3,4,4130,0,2418,57
Existing Customer,52,F,3,Post-Graduate,Married,$40K - $60K,Blue,33,3,2,0,3900,0,4337,81
Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,3,3,6236,1204,5389,84
Attrited Customer,57,F,2,Doctorate,Married,Less than $40K,Blue,36,1,3,3,1615,950,2212,43
Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,38,5,5,2,2033,1037,4100,82
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,51,6,2,3,1511,0,4683,87
Existing Customer,65,F,1,High School,Single,Less than $40K,Blue,55,3,3,2,4010,1504,3807,61
Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,44,5,2,3,1669,1000,4085,69
Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,3,3,3,1606,0,4548,76
Existing Customer,46,F,1,Doctorate,Married,Less than $40K,Blue,29,3,3,2,2406,1705,4665,89
Attrited Customer,57,F,2,Graduate,Married,Less than $40K,Blue,41,3,3,3,2796,0,2196,35
Attrited Customer,38,F,1,High School,Single,Less than $40K,Blue,26,5,2,4,3554,0,2372,44
Attrited Customer,34,F,3,High School,Single,Less than $40K,Blue,21,2,2,2,1576,0,2703,56
Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2,1,2973,1136,4342,87
Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,25,4,2,3,1438.3,0,2493,42
Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,6,3,3,2896,0,4970,85
Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,43,6,1,3,2157,1494,4784,69
Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1,2,2289,1037,4483,72
Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022,895,2724,38
Existing Customer,46,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,1,2,12935,1417,3528,61
Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,3,3,1438.3,522,2030,37
Existing Customer,43,F,3,Post-Graduate,Single,Less than $40K,Blue,26,6,2,2,2256,1346,4893,76
Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,1,1516,0,2709,54
Existing Customer,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,6,3,2,5826,1482,4135,76
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Silver,30,5,2,2,10190,891,3768,59
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,28,5,2,2,2035,1174,4670,77
Existing Customer,56,M,3,Uneducated,Single,$60K - $80K,Blue,49,3,3,3,1623,0,4965,74
Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,40,4,2,2,4490,1989,4346,70
Existing Customer,48,M,3,Graduate,Divorced,$60K - $80K,Blue,34,6,3,2,11062,0,4084,72
Attrited Customer,30,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574,0,2560,59
Attrited Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,2300,0,2500,47
Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,3,2368,1244,4289,71
Existing Customer,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2883,1936,4244,53
Existing Customer,43,F,5,Graduate,Married,$40K - $60K,Blue,34,5,1,3,7135,1164,3746,81
Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,43,5,3,2,1438.3,787,4830,79
Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,42,6,1,1,3743,2090,4674,67
Existing Customer,41,M,2,Doctorate,Married,$40K - $60K,Blue,32,5,3,3,6059,1171,4119,70
Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2577,1450,4576,83
Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,36,5,1,3,3761,2121,4476,79
Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,3,1572,0,2447,41
Existing Customer,40,M,4,High School,Married,Less than $40K,Blue,35,3,3,1,4402,1524,3063,57
Attrited Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,1,3,1900,0,2880,46
Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,2,3,3455,1385,4925,82
Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,30,5,3,3,18123,1775,4259,80
Existing Customer,44,F,4,Post-Graduate,Divorced,Less than $40K,Blue,26,4,1,3,2295,1250,3834,69
Existing Customer,38,M,3,Graduate,Married,$80K - $120K,Blue,19,5,2,2,1518,1115,3595,65
Existing Customer,39,F,3,High School,Married,Less than $40K,Blue,33,3,3,1,1968,1270,4199,84
Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,5,1,1,1860,1054,5163,73
Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,2684,2126,5299,75
Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,43,3,1,3,2180,1865,4348,77
Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661,0,2473,49
Existing Customer,38,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1,2,1679,0,4771,81
Attrited Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,2,3,1691,0,2716,63
Existing Customer,46,F,2,Post-Graduate,Single,Less than $40K,Blue,35,4,2,3,2888,1641,3703,61
Existing Customer,58,F,1,High School,Married,$40K - $60K,Blue,46,5,3,1,1871,1339,4553,90
Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,6,3,1,4959,1483,4286,71
Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Blue,36,3,2,3,10374,599,4240,63
Existing Customer,45,F,1,Uneducated,Married,Less than $40K,Blue,35,3,3,2,1438.3,1080,4425,79
Attrited Customer,48,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,4,1644,500,2450,45
Existing Customer,43,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,4,1,3,2283,0,4088,66
Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760,0,2285,46
Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,25,3,2,3,2049,1530,4521,70
Attrited Customer,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670,0,2790,37
Existing Customer,59,F,0,Post-Graduate,Single,Less than $40K,Blue,48,4,2,2,3030,1251,4724,71
Existing Customer,58,F,4,High School,Single,Less than $40K,Blue,39,3,1,3,2755,1483,4394,75
Existing Customer,51,M,4,High School,Single,$80K - $120K,Blue,37,6,2,2,8783,2142,4425,83
Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,1861,1677,5225,94
Attrited Customer,50,M,2,High School,Married,$120K +,Blue,40,6,4,3,13709,813,2511,40
Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,6,3,2,17285,1853,4787,60
Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,40,5,2,3,1438.3,661,4463,87
Existing Customer,54,M,2,Graduate,Single,$60K - $80K,Blue,44,6,3,2,7866,0,4238,55
Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,36,4,3,1,2190,1299,5026,77
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,30,4,1,3,4829,1153,4778,65
Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,3210,2081,3962,62
Existing Customer,38,F,0,Graduate,Single,Less than $40K,Blue,32,6,3,3,1755,750,5000,79
Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,37,4,1,1,1438.3,703,4341,80
Existing Customer,47,M,5,Post-Graduate,Married,$40K - $60K,Blue,36,4,3,2,6043,0,4256,78
Attrited Customer,43,M,2,Uneducated,Single,$60K - $80K,Blue,35,5,3,2,6348,0,1732,39
Existing Customer,56,F,0,High School,Married,Less than $40K,Blue,48,3,3,1,1438.3,0,4210,75
Attrited Customer,43,M,3,Graduate,Married,$60K - $80K,Blue,36,4,2,3,17239,0,1789,38
Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,32,6,2,2,1636,1135,5056,85
Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,34,5,3,3,14201,0,2223,47
Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,5,2,2,2019,991,3603,59
Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,35,5,2,2,1849,1293,4678,71
Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,47,3,3,1,2540,1859,4480,80
Existing Customer,55,F,2,Graduate,Single,Less than $40K,Silver,47,3,3,1,13565,0,3705,69
Attrited Customer,40,M,2,Uneducated,Married,$60K - $80K,Blue,29,3,2,2,6332,318,2505,43
Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,4,3,2,6062,761,3877,66
Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,29,4,2,2,2897,638,4491,75
Existing Customer,46,M,4,High School,Single,$60K - $80K,Blue,36,4,5,0,13407,1341,4869,84
Attrited Customer,33,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,3,4,1438.3,0,2439,43
Existing Customer,45,F,5,High School,Married,Less than $40K,Blue,34,4,1,2,2030,1269,5067,88
Attrited Customer,53,M,1,High School,Married,$40K - $60K,Blue,43,1,2,3,3146,0,1868,38
Existing Customer,36,M,0,Graduate,Married,$80K - $120K,Blue,30,5,3,2,5302,2414,4284,74
Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3,2,4328,1749,4593,72
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,45,3,3,3,2238,1300,4508,79
Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,4,3,3,2658,1884,4779,83
Existing Customer,47,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,2,2,9090,1371,4422,65
Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,1438.3,0,3848,75
Attrited Customer,43,F,1,Post-Graduate,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,2137,40
Existing Customer,51,M,2,Graduate,Divorced,$120K +,Blue,41,4,2,3,2792,887,4074,81
Existing Customer,44,F,4,Post-Graduate,Single,Less than $40K,Blue,32,3,1,2,2900,1987,4549,70
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,33,3,3,3,2267,1283,4249,81
Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,34,3,3,3,4189,2066,4661,85
Attrited Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,39,6,3,2,12890,0,2216,51
Existing Customer,59,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2,2,2759,2481,5037,84
Attrited Customer,46,F,5,Doctorate,Single,Less than $40K,Blue,37,3,2,2,1787,0,2345,36
Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,33,4,2,3,6854,0,4578,72
Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904,2517,2653,46
Existing Customer,44,M,0,High School,Divorced,$80K - $120K,Blue,34,5,2,2,5293,1236,4572,90
Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,49,4,2,1,1781,0,4593,81
Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Silver,48,5,3,3,34516,1384,3807,82
Attrited Customer,59,F,2,High School,Married,$40K - $60K,Blue,36,3,3,3,4375,0,2507,53
Attrited Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,2111,1761,2112,46
Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,19,5,3,2,8374,0,4493,59
Existing Customer,48,F,1,High School,Married,$40K - $60K,Silver,28,3,1,2,15713,1387,4775,61
Attrited Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,6925,0,2506,36
Existing Customer,33,F,3,Uneducated,Single,Less than $40K,Blue,13,5,3,3,1630,1008,4143,67
Attrited Customer,48,F,4,Graduate,Single,$40K - $60K,Blue,43,3,2,4,1538,0,2275,43
Existing Customer,48,M,5,Uneducated,Single,$60K - $80K,Blue,38,6,2,3,22639,1481,4219,65
Existing Customer,39,F,3,Post-Graduate,Married,Less than $40K,Blue,19,5,1,2,2452,2423,4204,63
Attrited Customer,41,M,2,High School,Married,$120K +,Blue,24,5,2,3,9924,0,1949,43
Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,26,4,2,2,2586,835,4883,73
Existing Customer,54,M,3,Graduate,Married,$40K - $60K,Blue,44,3,3,3,1655,0,4621,67
Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Blue,25,4,2,2,2768,2228,5112,86
Existing Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,42,6,3,2,25658,1721,4498,85
Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,2,3,1438.3,0,4323,70
Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,22,3,1,3,2441,1670,4105,73
Attrited Customer,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,1836,0,1799,28
Existing Customer,50,F,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3,2560,1807,4456,70
Attrited Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,41,5,3,2,2964,2517,2327,38
Existing Customer,49,M,4,Doctorate,Married,$40K - $60K,Blue,39,5,1,2,1438.3,0,3691,77
Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,36,6,2,3,2020,1103,4951,85
Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,5,2,1,1994,0,4434,69
Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,37,5,2,3,3290,0,4780,84
Existing Customer,52,F,5,Graduate,Single,$40K - $60K,Blue,41,4,2,3,3035,1960,4104,79
Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,36,4,3,1,2407,1552,4983,86
Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680,0,2725,41
Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,31,4,6,3,4311,822,4965,94
Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,32,5,3,3,1931,1297,4693,66
Existing Customer,59,M,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,3604,1483,4576,87
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,6,2,2,2190,0,4416,68
Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,36,3,2,3,3413,2372,5029,86
Existing Customer,42,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,3595,1904,5025,84
Existing Customer,47,M,1,Graduate,Married,$120K +,Blue,41,5,3,3,9036,1080,4500,83
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,31,5,1,1,2315,1565,4828,90
Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,27,4,3,2,34516,1043,4654,59
Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,37,6,1,3,4008,1650,5429,71
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,30,6,2,3,3143,2517,5409,79
Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,2,3,3427,0,2625,63
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,2699,564,4813,78
Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,1538,0,4884,79
Existing Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,36,4,2,2,5573,1238,4348,90
Attrited Customer,52,M,0,High School,Single,$120K +,Blue,39,5,3,3,34516,216,2395,47
Attrited Customer,46,F,4,Graduate,Married,Less than $40K,Blue,28,4,2,3,8318,2517,2427,52
Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,27,5,1,2,1503,929,4680,67
Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,22,5,3,2,9094,0,4203,76
Existing Customer,50,M,3,Graduate,Divorced,$60K - $80K,Blue,39,5,1,3,6362,1709,4476,85
Attrited Customer,53,F,2,Graduate,Married,Less than $40K,Blue,47,3,4,2,2927,2517,2231,60
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,35,4,3,3,9030,2369,4899,84
Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,1877,1203,2581,57
Existing Customer,52,M,2,Uneducated,Divorced,$40K - $60K,Blue,46,5,1,1,1438.3,0,3763,74
Existing Customer,41,M,3,High School,Married,$60K - $80K,Blue,28,5,1,1,9577,632,4086,62
Existing Customer,43,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,36,6,1,1,5427,2177,4328,73
Attrited Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,5,3,4,5913,1651,2404,39
Attrited Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,2,2867,0,2646,41
Existing Customer,40,F,1,High School,Single,Less than $40K,Blue,29,3,2,2,2506,1362,4665,82
Existing Customer,39,F,2,Doctorate,Married,$40K - $60K,Blue,29,5,2,3,1693,1101,4203,87
Attrited Customer,47,F,3,Doctorate,Single,Less than $40K,Blue,40,6,2,3,2437,0,2027,42
Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,28,6,0,2,1438.3,977,4840,85
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,41,5,3,3,3913,0,5170,93
Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,36,6,2,2,4953,991,4183,67
Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,33,4,2,3,5724,582,4510,59
Existing Customer,37,M,3,Uneducated,Married,$40K - $60K,Blue,25,5,0,3,1438.3,0,5046,77
Attrited Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,36,6,2,3,1451,599,2192,35
Existing Customer,47,M,1,High School,Married,$40K - $60K,Blue,29,5,3,2,3291,1197,3228,82
Existing Customer,41,F,5,High School,Divorced,Less than $40K,Blue,34,3,1,3,2137,996,4290,90
Attrited Customer,60,F,2,High School,Married,Less than $40K,Blue,42,3,3,2,1438.3,0,1628,42
Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,47,4,2,3,1804,1298,4542,73
Existing Customer,44,M,3,Post-Graduate,Single,$80K - $120K,Blue,38,5,2,3,19724,0,3830,82
Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,42,6,1,2,3949,1463,4124,57
Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,36,1,3,4,1682,0,1811,39
Attrited Customer,54,F,1,Post-Graduate,Single,Less than $40K,Blue,35,4,3,3,1724,0,2725,47
Existing Customer,50,F,3,Doctorate,Married,Less than $40K,Blue,41,3,3,2,2372,1148,4418,80
Existing Customer,40,M,3,Uneducated,Married,$120K +,Blue,28,3,3,2,4642,1676,5080,76
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,40,3,2,2,3150,0,3477,78
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2570,2107,4058,83
Existing Customer,59,M,0,Graduate,Single,$60K - $80K,Blue,53,4,2,2,4386,2505,4064,65
Existing Customer,42,M,4,Uneducated,Married,Less than $40K,Blue,37,4,3,2,2411,1797,4331,63
Attrited Customer,47,M,3,Graduate,Divorced,Less than $40K,Blue,40,4,4,3,6397,0,2511,56
Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,42,5,2,3,2608,2455,4776,85
Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,39,3,1,2,4409,1753,4292,76
Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,39,3,2,2,10033,0,4106,78
Attrited Customer,48,M,2,High School,Single,$60K - $80K,Blue,36,4,3,1,1641,0,2536,45
Existing Customer,57,F,2,High School,Single,Less than $40K,Blue,45,4,1,3,2454,1610,4983,79
Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43,5,2,2,1978,0,4870,83
